"Eval '/home/users/amazouz/Tool/microlaunch/Libraries/energy/energy.so'","Eval '/home/users/amazouz/Tool/likwid_power/likwid_energy.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/pfmcounters/pfmcounters.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/timer/timer.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/cpuTemp/cpuTemp.so'","Id of current run","Number of resumes","Number of arrays","Vector #1 alignment",
3292.632000,740.395889,38355040753.000000,137909342267.000000,37.500000,1,0,1,0,
3291.840000,739.838943,38352889351.000000,137907744851.000000,37.000000,1,0,1,0,
3288.960000,738.456009,38355081396.000000,137910762191.000000,37.000000,1,0,1,0,
3295.080000,737.885559,38354989479.000000,137908998291.000000,36.500000,1,0,1,0,
3286.440000,737.204117,38355227723.000000,137913601629.000000,36.500000,1,0,1,0,
