"Eval '/home/users/amazouz/Tool/microlaunch/Libraries/energy/energy.so'","Eval '/home/users/amazouz/Tool/likwid_power/likwid_energy.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/pfmcounters/pfmcounters.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/timer/timer.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/cpuTemp/cpuTemp.so'","Id of current run","Number of resumes","Number of arrays","Vector #1 alignment",
1540.234800,413.333649,4158.000000,147975094192.000000,40.500000,1,0,1,0,
1538.460000,413.177185,4208.000000,147973262706.000000,41.000000,1,0,1,0,
1538.676000,413.370819,3918.000000,147972790464.000000,41.500000,1,0,1,0,
1539.360000,413.692169,3358.000000,147959831380.000000,42.000000,1,0,1,0,
1539.720000,413.348343,3792.000000,147972181796.000000,41.500000,1,0,1,0,
