"Eval '/home/users/amazouz/Tool/microlaunch/Libraries/energy/energy.so'","Eval '/home/users/amazouz/Tool/likwid_power/likwid_energy.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/pfmcounters/pfmcounters.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/timer/timer.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/cpuTemp/cpuTemp.so'","Id of current run","Number of resumes","Number of arrays","Vector #1 alignment",
2095.552800,293.876465,38307911272.000000,104965519276.000000,34.000000,1,0,1,0,
2090.088000,294.188126,38305925279.000000,104964898780.000000,34.000000,1,0,1,0,
2094.840000,294.344986,38307897076.000000,104966963945.000000,34.000000,1,0,1,0,
2088.720000,294.188019,38308265287.000000,104969034528.000000,34.000000,1,0,1,0,
2094.840000,294.182938,38306457933.000000,104968216796.000000,34.000000,1,0,1,0,
