"Eval '/home/users/amazouz/Tool/microlaunch/Libraries/energy/energy.so'","Eval '/home/users/amazouz/Tool/likwid_power/likwid_energy.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/pfmcounters/pfmcounters.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/timer/timer.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/cpuTemp/cpuTemp.so'","Id of current run","Number of resumes","Number of arrays","Vector #1 alignment",
2420.568000,643.342545,38288064960.000000,94054075332.000000,37.000000,1,0,1,0,
2420.136000,642.121506,38289728344.000000,94052152444.000000,36.500000,1,0,1,0,
2421.720000,642.706070,38287818966.000000,94052813652.000000,36.500000,1,0,1,0,
2418.120000,641.507126,38289794040.000000,94052549864.000000,37.000000,1,0,1,0,
2419.920000,642.336700,38287962986.000000,94053716684.000000,37.000000,1,0,1,0,
