"Eval '/home/users/amazouz/Tool/microlaunch/Libraries/energy/energy.so'","Eval '/home/users/amazouz/Tool/likwid_power/likwid_energy.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/pfmcounters/pfmcounters.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/timer/timer.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/cpuTemp/cpuTemp.so'","Id of current run","Number of resumes","Number of arrays","Vector #1 alignment",
1697.680800,346.745651,38253591080.000000,71063143023.000000,34.500000,1,0,1,0,
1700.208000,344.307297,38253549178.000000,71063258778.000000,35.000000,1,0,1,0,
1692.720000,343.834915,38255606883.000000,71063705620.000000,35.500000,1,0,1,0,
1701.360000,344.029495,38253385724.000000,71062026576.000000,36.000000,1,0,1,0,
1694.160000,344.080933,38255485864.000000,71064292166.000000,35.500000,1,0,1,0,
