"Eval '/home/users/amazouz/Tool/microlaunch/Libraries/energy/energy.so'","Eval '/home/users/amazouz/Tool/likwid_power/likwid_energy.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/pfmcounters/pfmcounters.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/timer/timer.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/cpuTemp/cpuTemp.so'","Id of current run","Number of resumes","Number of arrays","Vector #1 alignment",
2577.528000,479.266296,38315072278.000000,112228605686.000000,33.500000,1,0,1,0,
2576.916000,479.144592,38312884586.000000,112226944348.000000,33.500000,1,0,1,0,
2576.520000,478.632828,38314819145.000000,112227517855.000000,33.500000,1,0,1,0,
2577.240000,479.255722,38313146618.000000,112227488501.000000,33.500000,1,0,1,0,
2576.520000,478.850479,38314709181.000000,112225576335.000000,33.000000,1,0,1,0,
