"Eval '/home/users/amazouz/Tool/microlaunch/Libraries/energy/energy.so'","Eval '/home/users/amazouz/Tool/likwid_power/likwid_energy.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/pfmcounters/pfmcounters.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/timer/timer.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/cpuTemp/cpuTemp.so'","Id of current run","Number of resumes","Number of arrays","Vector #1 alignment",
2340.000000,434.363647,38314904591.000000,111895456402.000000,34.000000,1,0,1,0,
2342.592000,435.135437,38315051426.000000,111897758844.000000,34.000000,1,0,1,0,
2343.240000,434.841049,38312882635.000000,111893925243.000000,34.000000,1,0,1,0,
2341.080000,434.382538,38315152600.000000,111896168589.000000,33.500000,1,0,1,0,
2342.160000,434.974777,38312712823.000000,111891981598.000000,33.000000,1,0,1,0,
