"Eval '/home/users/amazouz/Tool/microlaunch/Libraries/energy/energy.so'","Eval '/home/users/amazouz/Tool/likwid_power/likwid_energy.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/pfmcounters/pfmcounters.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/timer/timer.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/cpuTemp/cpuTemp.so'","Id of current run","Number of resumes","Number of arrays","Vector #1 alignment",
1300.500000,400.451447,5354.000000,118834863232.000000,42.500000,1,0,1,0,
1300.284000,400.179245,5508.000000,118830234822.000000,43.000000,1,0,1,0,
1300.068000,399.904724,5497.000000,118832162324.000000,43.000000,1,0,1,0,
1300.320000,400.053329,6451.000000,118833080238.000000,43.000000,1,0,1,0,
1299.600000,399.831970,4707.000000,118831343688.000000,43.000000,1,0,1,0,
