"Eval '/home/users/amazouz/Tool/microlaunch/Libraries/energy/energy.so'","Eval '/home/users/amazouz/Tool/likwid_power/likwid_energy.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/pfmcounters/pfmcounters.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/timer/timer.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/cpuTemp/cpuTemp.so'","Id of current run","Number of resumes","Number of arrays","Vector #1 alignment",
1619.845200,494.805893,7254.000000,147853396896.000000,43.000000,1,0,1,0,
1620.468000,494.492218,9191.000000,147856667646.000000,43.000000,1,0,1,0,
1620.540000,495.057968,7565.000000,147856445380.000000,43.000000,1,0,1,0,
1619.280000,494.390152,6627.000000,147853732504.000000,43.000000,1,0,1,0,
1620.000000,494.807480,6832.000000,147856038290.000000,43.000000,1,0,1,0,
