"Eval '/home/users/amazouz/Tool/microlaunch/Libraries/energy/energy.so'","Eval '/home/users/amazouz/Tool/likwid_power/likwid_energy.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/pfmcounters/pfmcounters.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/timer/timer.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/cpuTemp/cpuTemp.so'","Id of current run","Number of resumes","Number of arrays","Vector #1 alignment",
1481.997600,696.917084,324568.000000,91490274256.000000,53.500000,1,0,1,0,
1484.208000,694.387817,323398.000000,91486302428.000000,54.000000,1,0,1,0,
1477.260000,693.834991,339487.000000,91507721284.000000,53.000000,1,0,1,0,
1481.760000,693.466583,339679.000000,91502656872.000000,53.000000,1,0,1,0,
1476.360000,693.213608,323003.000000,91498481904.000000,53.500000,1,0,1,0,
