"Eval '/home/users/amazouz/Tool/microlaunch/Libraries/energy/energy.so'","Eval '/home/users/amazouz/Tool/likwid_power/likwid_energy.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/pfmcounters/pfmcounters.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/timer/timer.so'","Eval '/home/users/amazouz/Tool/microlaunch/Libraries/cpuTemp/cpuTemp.so'","Id of current run","Number of resumes","Number of arrays","Vector #1 alignment",
1078.221600,510.787109,238908.000000,66044269652.000000,54.000000,1,0,1,0,
1083.492000,510.833405,240577.000000,66045515604.000000,54.000000,1,0,1,0,
1078.200000,510.278244,235080.000000,66043502932.000000,54.000000,1,0,1,0,
1083.168000,510.740845,236144.000000,66044199956.000000,54.000000,1,0,1,0,
1078.560000,510.944733,239881.000000,66043002380.000000,54.500000,1,0,1,0,
